,index,id_x,order_id,tariff_id_x,action_id,advcampaign_id,advcampaign_name,website_name,click_user_ip,click_user_referer,click_country_code,conversion_time,action,action_type,cart,status,processed,subid,subid1,subid2,subid3,subid4,payment_x,currency,keyword,comment,paid,promocode,click_date,action_date,closing_date,status_updated,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name
334,334,1043945715,gpt-1063190036|course|2015076,16622,1043945715,22448,Udemy WW,Real Pricetracker,,,CA,-1629,Paid course,sale,17.76,pending,0,tabm,,,,,1.42,USD,,,0,,4/7/2024 0:48,4/7/2024 0:21,,4/10/2024 13:24,1238029078,21660,4/7/2024 0:21,17.76,1.42,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,335,1043015181,478049151,14275,1043015181,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,AU,326,Conversion,sale,77.06,pending,0,tabm,,,,,2.75,USD,,,0,,4/6/2024 17:44,4/6/2024 17:50,,4/6/2024 18:22,1236464074,18508,4/6/2024 17:50,77.06,2.75,3.57,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,336,1042889826,2.07498E+17,14042,1042889826,20881,Alibaba WW,Real Pricetracker,,,US,1385713,Paid order ,sale,359.25,pending,0,,,,,,22,USD,,,0,,3/21/2024 5:40,4/6/2024 6:35,,4/6/2024 6:35,1236215456,18192,4/6/2024 6:35,359.25,19.39,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,337,1043945692,gpt-1062868388|course|1088442,16622,1043945692,22448,Udemy WW,Real Pricetracker,,,BR,-1700,Paid course,sale,5.9,pending,0,tabm,,,,,0.47,USD,,,0,,4/6/2024 6:56,4/6/2024 6:28,,4/10/2024 13:24,1238029055,21660,4/6/2024 6:28,5.9,0.47,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,338,1043945689,gpt-1062868388|course|1088438,16622,1043945689,22448,Udemy WW,Real Pricetracker,,,BR,-1700,Paid course,sale,7.88,pending,0,tabm,,,,,0.63,USD,,,0,,4/6/2024 6:56,4/6/2024 6:28,,4/10/2024 13:24,1238029052,21660,4/6/2024 6:28,7.88,0.63,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,339,1043945681,gpt-1062868388|course|1345324,16622,1043945681,22448,Udemy WW,Real Pricetracker,,,BR,-1700,Paid course,sale,5.9,pending,0,tabm,,,,,0.47,USD,,,0,,4/6/2024 6:56,4/6/2024 6:28,,4/10/2024 13:24,1238029044,21660,4/6/2024 6:28,5.9,0.47,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,340,1043945700,gpt-1062821044|course|4802926,16622,1043945700,22448,Udemy WW,Real Pricetracker,,,US,1856,Paid course,sale,89.99,pending,0,tabm,,,,,7.2,USD,,,0,,4/6/2024 3:02,4/6/2024 3:33,,4/10/2024 13:24,1238029063,21660,4/6/2024 3:33,89.99,7.2,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,341,1043935620,gpt-1062821044|course|4802826,16622,1043935620,22448,Udemy WW,Real Pricetracker,,,US,1856,Paid course,sale,99.99,pending,0,tabm,,,,,8,USD,,,0,,4/6/2024 3:02,4/6/2024 3:33,,4/10/2024 12:24,1238016794,21660,4/6/2024 3:33,99.99,8,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,342,1042843332,112064211,5200,1042843332,14627,Flipkart [CPS] IN,Real Pricetracker,,https://www.flipkart.com/,IN,141,New Customer,sale,24999,pending,0,gmg,,,,,0,INR,,,0,,4/5/2024 20:03,4/5/2024 20:05,,4/5/2024 21:31,1236163006,5686,4/5/2024 20:05,24999,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,343,1042781562,477953464,14275,1042781562,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,GB,1264097,Conversion,sale,17.51,pending,0,tabm,,,,,2.5,USD,,,0,,3/21/2024 22:45,4/5/2024 13:54,,4/5/2024 14:22,1236084242,18508,4/5/2024 13:54,17.51,2.5,14.28,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,344,1043677617,gpt-1062601464|course|4988022,16622,1043677617,22448,Udemy WW,Real Pricetracker,,,BR,11,Paid course,sale,5.91,pending,0,tabm,,,,,0.48,USD,,,0,,4/5/2024 13:28,4/5/2024 13:29,,4/9/2024 13:23,1237608514,21660,4/5/2024 13:29,5.91,0.48,8.13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,345,1043677520,gpt-1062601464|course|5001806,16622,1043677520,22448,Udemy WW,Real Pricetracker,,,BR,11,Paid course,sale,5.91,pending,0,tabm,,,,,0.48,USD,,,0,,4/5/2024 13:28,4/5/2024 13:29,,4/9/2024 13:23,1237608418,21660,4/5/2024 13:29,5.91,0.48,8.13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,346,1043677509,gpt-1062601464|course|4684506,16622,1043677509,22448,Udemy WW,Real Pricetracker,,,BR,11,Paid course,sale,5.91,pending,0,tabm,,,,,0.48,USD,,,0,,4/5/2024 13:28,4/5/2024 13:29,,4/9/2024 13:23,1237608405,21660,4/5/2024 13:29,5.91,0.48,8.13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,347,1042740590,477862974,14275,1042740590,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,US,46,Conversion,sale,,pending,0,tab,,,,,0,USD,,,0,,4/5/2024 9:17,4/5/2024 9:18,,4/5/2024 10:23,1236033193,18508,4/5/2024 9:18,0,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,348,1043677570,gpt-1062538358|course|4235436,16622,1043677570,22448,Udemy WW,Real Pricetracker,,,SA,-684,Paid course,sale,13.99,pending,0,tabm,,,,,1.12,USD,,,0,,4/5/2024 8:38,4/5/2024 8:27,,4/9/2024 13:23,1237608468,21660,4/5/2024 8:27,13.99,1.12,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,349,1042651071,2.07326E+17,14042,1042651071,20881,Alibaba WW,Real Pricetracker,,,DE,1429138,Paid order ,sale,175,pending,0,,,,,,8.8,USD,,,0,,3/19/2024 17:40,4/5/2024 6:39,,4/5/2024 6:39,1235821617,18192,4/5/2024 6:39,175,9.45,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,350,1042650983,2.07197E+17,14042,1042650983,20881,Alibaba WW,Real Pricetracker,,,US,1406538,Paid order ,sale,2,pending,0,,,,,,0.12,USD,,,0,,3/19/2024 23:57,4/5/2024 6:39,,4/5/2024 6:39,1235821529,18192,4/5/2024 6:39,2,0.1,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,351,1043677601,gpt-1062489720|course|4172946,16622,1043677601,22448,Udemy WW,Real Pricetracker,,,US,1572,Paid course,sale,17.99,pending,0,tabm,,,,,1.44,USD,,,0,,4/5/2024 4:01,4/5/2024 4:28,,4/9/2024 13:23,1237608499,21660,4/5/2024 4:28,17.99,1.44,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,352,1043396063,gpt-1062468088|course|4802826,16622,1043396063,22448,Udemy WW,Real Pricetracker,,,AU,726,Paid course,sale,19.69,pending,0,tabm,,,,,1.57,USD,,,0,,4/5/2024 2:15,4/5/2024 2:28,,4/8/2024 13:23,1237087528,21660,4/5/2024 2:28,19.69,1.57,7.98,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,353,1043396054,gpt-1062468088|course|4802926,16622,1043396054,22448,Udemy WW,Real Pricetracker,,,AU,726,Paid course,sale,19.69,pending,0,tabm,,,,,1.57,USD,,,0,,4/5/2024 2:15,4/5/2024 2:28,,4/8/2024 13:23,1237087520,21660,4/5/2024 2:28,19.69,1.57,7.98,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,354,1043396045,gpt-1062469684|course|1731002,16622,1043396045,22448,Udemy WW,Real Pricetracker,,,PL,92,Paid course,sale,10.09,pending,0,tabm,,,,,0.8,USD,,,0,,4/5/2024 2:22,4/5/2024 2:24,,4/8/2024 13:23,1237087511,21660,4/5/2024 2:24,10.09,0.8,7.93,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,355,1043396137,gpt-1062331124|course|3448038,16622,1043396137,22448,Udemy WW,Real Pricetracker,,,FI,1649,Paid course,sale,16.25,pending,0,tabm,,,,,1.3,USD,,,0,,4/4/2024 17:00,4/4/2024 17:28,,4/8/2024 13:23,1237087604,21660,4/4/2024 17:28,16.25,1.3,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,356,1043396191,gpt-1062141272|course|4651924,16622,1043396191,22448,Udemy WW,Real Pricetracker,,,US,1691,Paid course,sale,15.99,pending,0,tabm,,,,,1.28,USD,,,0,,4/4/2024 6:59,4/4/2024 7:28,,4/8/2024 13:23,1237087656,21660,4/4/2024 7:28,15.99,1.28,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,357,1043396185,gpt-1062141272|course|438522,16622,1043396185,22448,Udemy WW,Real Pricetracker,,,US,1691,Paid course,sale,29.99,pending,0,tabm,,,,,2.4,USD,,,0,,4/4/2024 6:59,4/4/2024 7:28,,4/8/2024 13:23,1237087651,21660,4/4/2024 7:28,29.99,2.4,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,358,1043396178,gpt-1062141272|course|4542508,16622,1043396178,22448,Udemy WW,Real Pricetracker,,,US,1691,Paid course,sale,15.99,pending,0,tabm,,,,,1.28,USD,,,0,,4/4/2024 6:59,4/4/2024 7:28,,4/8/2024 13:23,1237087644,21660,4/4/2024 7:28,15.99,1.28,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,359,1043396171,gpt-1062141272|course|1788810,16622,1043396171,22448,Udemy WW,Real Pricetracker,,,US,1691,Paid course,sale,19.99,pending,0,tabm,,,,,1.6,USD,,,0,,4/4/2024 6:59,4/4/2024 7:28,,4/8/2024 13:23,1237087637,21660,4/4/2024 7:28,19.99,1.6,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,360,1043396165,gpt-1062141272|course|5647726,16622,1043396165,22448,Udemy WW,Real Pricetracker,,,US,1691,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,4/4/2024 6:59,4/4/2024 7:28,,4/8/2024 13:23,1237087631,21660,4/4/2024 7:28,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,361,1043396153,gpt-1062141272|course|5602736,16622,1043396153,22448,Udemy WW,Real Pricetracker,,,US,1691,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,4/4/2024 6:59,4/4/2024 7:28,,4/8/2024 13:23,1237087620,21660,4/4/2024 7:28,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,362,1043396145,gpt-1062141272|course|1356020,16622,1043396145,22448,Udemy WW,Real Pricetracker,,,US,1691,Paid course,sale,19.99,pending,0,tabm,,,,,1.6,USD,,,0,,4/4/2024 6:59,4/4/2024 7:28,,4/8/2024 13:23,1237087611,21660,4/4/2024 7:28,19.99,1.6,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,363,1043396136,gpt-1062141272|course|5582562,16622,1043396136,22448,Udemy WW,Real Pricetracker,,,US,1691,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,4/4/2024 6:59,4/4/2024 7:28,,4/8/2024 13:23,1237087602,21660,4/4/2024 7:28,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,364,1042384119,2.06581E+17,14042,1042384119,20881,Alibaba WW,Real Pricetracker,,,US,1320203,Paid order ,sale,810,pending,0,,,,,,49,USD,,,0,,3/19/2024 23:57,4/4/2024 6:40,,4/4/2024 6:40,1235467402,18192,4/4/2024 6:40,810,43.74,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,365,1042383976,2.06774E+17,14042,1042383976,20881,Alibaba WW,Real Pricetracker,,,US,1243562,Paid order ,sale,15,pending,0,,,,,,0.9,USD,,,0,,3/20/2024 21:14,4/4/2024 6:40,,4/4/2024 6:40,1235467261,18192,4/4/2024 6:40,15,0.81,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,366,1042383957,2.06679E+17,14042,1042383957,20881,Alibaba WW,Real Pricetracker,,,AR,1329495,Paid order ,sale,280,pending,0,,,,,,25,USD,,,0,,3/19/2024 21:21,4/4/2024 6:40,,4/4/2024 6:40,1235467242,18192,4/4/2024 6:40,280,15.12,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,367,1043396060,gpt-1062132146|course|1341936,16622,1043396060,22448,Udemy WW,Real Pricetracker,,,CL,33,Paid course,sale,13.6,pending,0,tabm,,,,,1.08,USD,,,0,,4/4/2024 6:39,4/4/2024 6:40,,4/8/2024 13:23,1237087526,21660,4/4/2024 6:40,13.6,1.08,7.95,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,368,1043151872,gpt-1062044578|course|1271196,16622,1043151872,22448,Udemy WW,Real Pricetracker,,,US,-763,Paid course,sale,17.29,pending,0,tabm,,,,,1.38,USD,,,0,,4/4/2024 0:43,4/4/2024 0:31,,4/7/2024 13:23,1236621872,21660,4/4/2024 0:31,17.29,1.38,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,369,1043151646,gpt-1062025634|course|1908196,16622,1043151646,22448,Udemy WW,Real Pricetracker,,,CA,-628,Paid course,sale,25.42,pending,0,tabm,,,,,2.04,USD,,,0,,4/3/2024 23:42,4/3/2024 23:32,,4/7/2024 13:23,1236621646,21660,4/3/2024 23:32,25.42,2.04,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,370,1042329357,15962.5937.552660,28955,1042329357,30956,Pdffiller Many Geos,Real Pricetracker,,,PL,800,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/3/2024 21:09,4/3/2024 21:22,,4/3/2024 21:28,1235407250,63584,4/3/2024 21:22,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,371,1042310837,15962.5937.427143,28955,1042310837,30956,Pdffiller Many Geos,Real Pricetracker,,,ES,647,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/3/2024 19:05,4/3/2024 19:16,,4/3/2024 19:30,1235385895,63584,4/3/2024 19:16,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,372,1042310824,15962.5937.422221,28955,1042310824,30956,Pdffiller Many Geos,Real Pricetracker,,,ES,640,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/3/2024 19:04,4/3/2024 19:14,,4/3/2024 19:30,1235385882,63584,4/3/2024 19:14,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,373,1043151900,gpt-1061853904|course|3548982,16622,1043151900,22448,Udemy WW,Real Pricetracker,,,CL,993,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,4/3/2024 16:10,4/3/2024 16:27,,4/7/2024 13:23,1236621900,21660,4/3/2024 16:27,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,374,1043151886,gpt-1061853904|course|1123098,16622,1043151886,22448,Udemy WW,Real Pricetracker,,,CL,993,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,4/3/2024 16:10,4/3/2024 16:27,,4/7/2024 13:23,1236621886,21660,4/3/2024 16:27,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,375,1043151709,gpt-1061833740|course|4610834,16622,1043151709,22448,Udemy WW,Real Pricetracker,,,TW,956,Paid course,sale,9.99,pending,0,tabm,,,,,0.8,USD,,,0,,4/3/2024 15:11,4/3/2024 15:27,,4/7/2024 13:23,1236621709,21660,4/3/2024 15:27,9.99,0.8,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,376,1043151776,gpt-1061790184|course|4100058,16622,1043151776,22448,Udemy WW,Real Pricetracker,,,AU,-540,Paid course,sale,11.72,pending,0,tabm,,,,,0.94,USD,,,0,,4/3/2024 13:31,4/3/2024 13:22,,4/7/2024 13:23,1236621772,21660,4/3/2024 13:22,11.72,0.94,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,377,1042068469,2.0706E+17,14042,1042068469,20881,Alibaba WW,Real Pricetracker,,,VE,1230825,Paid order ,sale,960,pending,0,,,,,,48,USD,,,0,,3/20/2024 3:08,4/3/2024 9:01,,4/3/2024 9:01,1235116970,18192,4/3/2024 9:01,960,51.84,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,378,1042068453,2.06968E+17,14042,1042068453,20881,Alibaba WW,Real Pricetracker,,,US,1313464,Paid order ,sale,50,pending,0,,,,,,3,USD,,,0,,3/19/2024 4:10,4/3/2024 9:01,,4/3/2024 9:01,1235116954,18192,4/3/2024 9:01,50,2.7,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,379,1043151945,gpt-1061675938|course|5605318,16622,1043151945,22448,Udemy WW,Real Pricetracker,,,US,-1559,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,4/3/2024 7:55,4/3/2024 7:30,,4/7/2024 13:23,1236621945,21660,4/3/2024 7:30,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,380,1043151666,gpt-1061659094|course|1276928,16622,1043151666,22448,Udemy WW,Real Pricetracker,,,US,-1149,Paid course,sale,22.58,pending,0,tabm,,,,,1.8,USD,,,0,,4/3/2024 6:48,4/3/2024 6:29,,4/7/2024 13:23,1236621666,21660,4/3/2024 6:29,22.58,1.8,7.98,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,381,1043151899,gpt-1061632928|course|1708340,16622,1043151899,22448,Udemy WW,Real Pricetracker,,,BR,-1339,Paid course,sale,4.91,pending,0,tabm,,,,,0.4,USD,,,0,,4/3/2024 4:50,4/3/2024 4:28,,4/7/2024 13:23,1236621898,21660,4/3/2024 4:28,4.91,0.4,8.15,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,382,1042033933,2.07281E+17,14042,1042033933,20881,Alibaba WW,Real Pricetracker,,,BR,382,Paid order ,sale,25.99,pending,0,tabm,,,,,1.4,USD,,,0,,4/3/2024 3:08,4/3/2024 3:15,,4/3/2024 3:15,1234989049,18192,4/3/2024 3:15,25.99,1.4,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,383,1042979264,gpt-1061598410|course|5391150,16622,1042979264,22448,Udemy WW,Real Pricetracker,,,BR,-1043,Paid course,sale,4.93,pending,0,tabm,,,,,0.4,USD,,,0,,4/3/2024 1:46,4/3/2024 1:29,,4/6/2024 13:23,1236417483,21660,4/3/2024 1:29,4.93,0.4,8.12,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,384,1042979252,gpt-1061598410|course|4258764,16622,1042979252,22448,Udemy WW,Real Pricetracker,,,BR,-1043,Paid course,sale,5.91,pending,0,tabm,,,,,0.48,USD,,,0,,4/3/2024 1:46,4/3/2024 1:29,,4/6/2024 13:23,1236417471,21660,4/3/2024 1:29,5.91,0.48,8.13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,385,1042979246,gpt-1061598410|course|4568186,16622,1042979246,22448,Udemy WW,Real Pricetracker,,,BR,-1043,Paid course,sale,5.91,pending,0,tabm,,,,,0.48,USD,,,0,,4/3/2024 1:46,4/3/2024 1:29,,4/6/2024 13:23,1236417465,21660,4/3/2024 1:29,5.91,0.48,8.13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,386,1042979564,gpt-1061475650|course|1565838,16622,1042979564,22448,Udemy WW,Real Pricetracker,,,BE,1996,Paid course,sale,13.95,pending,0,tabm,,,,,1.12,USD,,,0,,4/2/2024 19:59,4/2/2024 20:33,,4/6/2024 13:23,1236417784,21660,4/2/2024 20:33,13.95,1.12,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,387,1042979405,gpt-1061445734|course|4359352,16622,1042979405,22448,Udemy WW,Real Pricetracker,,,ES,1021,Paid course,sale,13.95,pending,0,tabm,,,,,1.12,USD,,,0,,4/2/2024 19:13,4/2/2024 19:31,,4/6/2024 13:23,1236417625,21660,4/2/2024 19:31,13.95,1.12,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,388,1042979303,gpt-1061393848|course|5618830,16622,1042979303,22448,Udemy WW,Real Pricetracker,,,KR,1370,Paid course,sale,12.56,pending,0,tabm,,,,,1,USD,,,0,,4/2/2024 17:07,4/2/2024 17:30,,4/6/2024 13:23,1236417522,21660,4/2/2024 17:30,12.56,1,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,389,1042979293,gpt-1061393848|course|4290978,16622,1042979293,22448,Udemy WW,Real Pricetracker,,,KR,1370,Paid course,sale,12.56,pending,0,tabm,,,,,1,USD,,,0,,4/2/2024 17:07,4/2/2024 17:30,,4/6/2024 13:23,1236417510,21660,4/2/2024 17:30,12.56,1,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,390,1042979280,gpt-1061393848|course|4290982,16622,1042979280,22448,Udemy WW,Real Pricetracker,,,KR,1370,Paid course,sale,12.56,pending,0,tabm,,,,,1,USD,,,0,,4/2/2024 17:07,4/2/2024 17:30,,4/6/2024 13:23,1236417499,21660,4/2/2024 17:30,12.56,1,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,391,1042979266,gpt-1061393848|course|5172542,16622,1042979266,22448,Udemy WW,Real Pricetracker,,,KR,1370,Paid course,sale,12.56,pending,0,tabm,,,,,1,USD,,,0,,4/2/2024 17:07,4/2/2024 17:30,,4/6/2024 13:23,1236417484,21660,4/2/2024 17:30,12.56,1,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,392,1042979314,gpt-1061392326|course|3142166,16622,1042979314,22448,Udemy WW,Real Pricetracker,,,US,-319,Paid course,sale,26.47,pending,0,tabm,,,,,2.12,USD,,,0,,4/2/2024 17:32,4/2/2024 17:27,,4/6/2024 13:23,1236417531,21660,4/2/2024 17:27,26.47,2.12,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,393,1041907789,15962.5936.51722,28955,1041907789,30956,Pdffiller Many Geos,Real Pricetracker,,,ID,2529306,Sale,sale,20,pending,0,tabm,,,,,40,USD,,,0,,3/4/2024 6:28,4/2/2024 13:03,,4/2/2024 13:27,1234845858,63584,4/2/2024 13:03,20,40,40,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,394,1041866796,2.06953E+17,14042,1041866796,20881,Alibaba WW,Real Pricetracker,,,AR,1157419,Paid order ,sale,1,pending,0,,,,,,0.05,USD,,,0,,3/20/2024 1:51,4/2/2024 11:22,,4/2/2024 11:22,1234800362,18192,4/2/2024 11:22,1,0.05,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,395,1041866793,2.06921E+17,14042,1041866793,20881,Alibaba WW,Real Pricetracker,,,AR,1157419,Paid order ,sale,6.5,pending,0,,,,,,0.59,USD,,,0,,3/20/2024 1:51,4/2/2024 11:22,,4/2/2024 11:22,1234800357,18192,4/2/2024 11:22,6.5,0.35,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,396,1041866735,2.06585E+17,14042,1041866735,20881,Alibaba WW,Real Pricetracker,,,MX,1225763,Paid order ,sale,360,pending,0,,,,,,18,USD,,,0,,3/19/2024 6:52,4/2/2024 11:22,,4/2/2024 11:22,1234800294,18192,4/2/2024 11:22,360,19.44,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,397,1041866691,2.0706E+17,14042,1041866691,20881,Alibaba WW,Real Pricetracker,,,VE,1152834,Paid order ,sale,960,pending,0,,,,,,48,USD,,,0,,3/20/2024 3:08,4/2/2024 11:21,,4/2/2024 11:21,1234800250,18192,4/2/2024 11:21,960,51.84,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,398,1041866677,2.0696E+17,14042,1041866677,20881,Alibaba WW,Real Pricetracker,,,VE,1152832,Paid order ,sale,960,pending,0,,,,,,48,USD,,,0,,3/20/2024 3:08,4/2/2024 11:21,,4/2/2024 11:21,1234800236,18192,4/2/2024 11:21,960,51.84,5.4,343578,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,399,1042979425,gpt-1061148800|course|2800788,16622,1042979425,22448,Udemy WW,Real Pricetracker,,,NL,-688,Paid course,sale,13.95,pending,0,tabm,,,,,1.12,USD,,,0,,4/2/2024 5:39,4/2/2024 5:28,,4/6/2024 13:23,1236417645,21660,4/2/2024 5:28,13.95,1.12,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,400,1042771141,gpt-1060950728|course|5099800,16622,1042771141,22448,Udemy WW,Real Pricetracker,,,BR,-100,Paid course,sale,4.96,pending,0,tabm,,,,,0.4,USD,,,0,,4/1/2024 18:29,4/1/2024 18:28,,4/5/2024 13:24,1236071253,21660,4/1/2024 18:28,4.96,0.4,8.07,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,401,1042771135,gpt-1060950728|course|3895998,16622,1042771135,22448,Udemy WW,Real Pricetracker,,,BR,-100,Paid course,sale,4.96,pending,0,tabm,,,,,0.4,USD,,,0,,4/1/2024 18:29,4/1/2024 18:28,,4/5/2024 13:24,1236071247,21660,4/1/2024 18:28,4.96,0.4,8.07,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,402,1042771191,gpt-1060899266|course|1382040,16622,1042771191,22448,Udemy WW,Real Pricetracker,,,BR,-1632,Paid course,sale,6.96,pending,0,tabm,,,,,0.56,USD,,,0,,4/1/2024 16:56,4/1/2024 16:29,,4/5/2024 13:24,1236071303,21660,4/1/2024 16:29,6.96,0.56,8.05,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
