id_x,order_id,tariff_id_x,action_id,advcampaign_id,advcampaign_name,website_name,click_user_ip,click_user_referer,click_country_code,conversion_time,action,action_type,cart,status,processed,subid,subid1,subid2,subid3,subid4,payment_x,currency,keyword,comment,paid,promocode,click_date,action_date,closing_date,status_updated,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name
1052174287,11068.5976.1182001,26066,1052174287,27697,Foot Locker US CA,Real Pricetracker,,,US,801,Paid order ,sale,115,pending,0,,,,,,0,USD,,,0,,5/13/2024 6:22,5/13/2024 6:36,,5/13/2024 7:28,1251143723,35937,5/13/2024 6:36,115,0,0,,TRUE,,,,,,
1052167321,11068.5976.1114542,26066,1052167321,27697,Foot Locker US CA,Real Pricetracker,,,US,966,Paid order ,sale,28,pending,0,,,,,,0.57,USD,,,0,,5/13/2024 4:57,5/13/2024 5:13,,5/13/2024 5:26,1251136216,35937,5/13/2024 5:13,28,0.57,2.04,,TRUE,,,,,,
1052139854,481409294,14275,1052139854,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,US,25,Conversion,sale,49,pending,0,tabm,,,,,7,USD,,,0,,5/12/2024 22:37,5/12/2024 22:38,,5/12/2024 23:23,1251106879,18508,5/12/2024 22:38,49,7,14.29,,TRUE,,,,,,
1051972937,481320730,14275,1051972937,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,US,5,Conversion,sale,,pending,0,tabm,,,,,0,USD,,,0,,5/12/2024 1:05,5/12/2024 1:06,,5/12/2024 1:24,1250824979,18508,5/12/2024 1:06,0,0,0,,TRUE,,,,,,
1051979292,123903187,5200,1051979292,14627,Flipkart [CPS] IN,Real Pricetracker,,,IN,363,New Customer,sale,35614,pending,0,gmg,,,,,0,INR,,,0,,5/11/2024 22:52,5/11/2024 22:58,,5/12/2024 3:16,1250831813,5686,5/11/2024 22:58,35614,0,0,,TRUE,,,,,,
1051901866,G10167554433,17749,1051901866,23004,Nike [CPS] APAC,Real Pricetracker,,,MY,31,Sales,sale,22.68,pending,0,tabm,,,,,0.97,USD,,,0,,5/11/2024 14:03,5/11/2024 14:03,,5/11/2024 14:22,1250740167,23336,5/11/2024 14:03,22.68,0.97,4.28,,TRUE,,,,,,
1051896345,15962.5975.86692,28955,1051896345,30956,Pdffiller Many Geos,Real Pricetracker,,,CA,2558690,Sale,sale,162.72,pending,0,tabm,,,,,40,USD,,,0,,4/11/2024 22:15,5/11/2024 13:00,,5/11/2024 13:32,1250732900,63584,5/11/2024 13:00,162.72,40,40,,FALSE,,,,,,
1051783303,1261534,28206,1051783303,29435,Dot&Key [CPS] IN,xocoupon,,,IN,26675,Sale,sale,865.97,pending,0,aab,,,,,90.93,INR,,,0,,5/10/2024 20:20,5/11/2024 3:44,,5/11/2024 3:44,1250500476,48259,5/11/2024 3:44,865.97,90.93,10.5,521334,TRUE,,,,,,
1052588927,gpt-1077142232|course|4632954,16622,1052588927,22448,Udemy WW,Real Pricetracker,,,US,287,Paid course,sale,14.58,pending,0,tabm,,,,,1.16,USD,,,0,,5/11/2024 1:29,5/11/2024 1:34,,5/14/2024 13:23,1251841707,21660,5/11/2024 1:34,14.58,1.16,7.96,,TRUE,,,,,,
1052589033,gpt-1077099896|course|1917546,16622,1052589033,22448,Udemy WW,Real Pricetracker,,,IN,1732,Paid course,sale,5.98,pending,0,tabm,,,,,0.48,USD,,,0,,5/10/2024 22:05,5/10/2024 22:34,,5/14/2024 13:23,1251841814,21660,5/10/2024 22:34,5.98,0.48,8.03,,TRUE,,,,,,
1052589040,gpt-1077099068|course|1635880,16622,1052589040,22448,Udemy WW,Real Pricetracker,,,US,1700,Paid course,sale,16.99,pending,0,tabm,,,,,1.36,USD,,,0,,5/10/2024 22:02,5/10/2024 22:31,,5/14/2024 13:23,1251841820,21660,5/10/2024 22:31,16.99,1.36,8.01,,TRUE,,,,,,
1051747605,481228278,14275,1051747605,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,GB,11,Conversion,sale,11.49,pending,0,tabm,,,,,1.64,USD,,,0,,5/10/2024 21:29,5/10/2024 21:30,,5/10/2024 22:22,1250461997,18508,5/10/2024 21:30,11.49,1.64,14.28,,TRUE,,,,,,
1052588977,gpt-1077067548|course|5183438,16622,1052588977,22448,Udemy WW,Real Pricetracker,,,CA,234,Paid course,sale,16.8,pending,0,tabm,,,,,1.34,USD,,,0,,5/10/2024 20:27,5/10/2024 20:31,,5/14/2024 13:23,1251841757,21660,5/10/2024 20:31,16.8,1.34,7.98,,TRUE,,,,,,
1051728705,G10167433699,17749,1051728705,23004,Nike [CPS] APAC,Real Pricetracker,,,TW,41,Sales,sale,52.3,pending,0,tabm,,,,,2.24,USD,,,0,,5/10/2024 19:11,5/10/2024 19:12,,5/10/2024 19:22,1250439575,23336,5/10/2024 19:12,52.3,2.24,4.29,,TRUE,,,,,,
1051721484,G10167411170,17749,1051721484,23004,Nike [CPS] APAC,Real Pricetracker,,,MY,26,Sales,sale,20.14,pending,0,tabm,,,,,0.86,USD,,,0,,5/10/2024 17:42,5/10/2024 17:42,,5/10/2024 18:23,1250430651,23336,5/10/2024 17:42,20.14,0.86,4.28,,TRUE,,,,,,
